ลำดับ,ร้าน,วันที่,รหัสสินค้า,บาร์โค้ด,ชื่อสินค้า,รหัสหมวดหมู่,หมวดหมู่,ยอดยกมา,รับเข้า,ขายออก,รับแปร,เบิกแปร,ปรับเพิ่ม,ปรับลด,รับผลิต,เบิกผลิต,สินค้าคงเหลือ,หน่วย,@หน่วย,มูลค่าคงเหลือ,รหัสเหตุผล,เหตุผล
603,CP Fresh Shop ດອນໜູນ,2025-05-07,800000113468,-,ລູກຊີ້ນປາກົມ,007,ອາຫານແຊ່ແຂງ,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"ຊນ,ອັນ",18900.0,151200.0,-,-
604,CP Fresh Shop ດອນໜູນ,2025-05-07,800000101380,23022022,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g,007,ອາຫານແຊ່ແຂງ,34.0,0.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,"ຊນ,ອັນ",77500.0,697500.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
605,CP Fresh Shop ດອນໜູນ,2025-05-07,2255121211,9921211,ກະດູກແກງໝູ,003,ຊີ້ນສົດ,0.0,4.06,3.498,0.0,0.0,0.0,0.0,0.0,0.0,0.562,ກິໂລກຣາມ,39000.0,21918.0,-,-
606,CP Fresh Shop ດອນໜູນ,2025-05-07,800000084343,8857107981402,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ,012,ອາຫານສຳເລັດຮູບ,46.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,"ຊນ,ອັນ",8500.0,331500.0,-,-
607,CP Fresh Shop ດອນໜູນ,2025-05-07,11008934,8562203570251,ເຕົາຫູ້ໄຂ່ ເກດ A,012,ອາຫານສຳເລັດຮູບ,19.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,"ທ່ອ,ຫຼອດ",3900.0,-19500.0,-,-
608,CP Fresh Shop ດອນໜູນ,2025-05-07,800000084491,882093656187,ແຈ່ວສຸກີ້ ແມ່ຂ້ອຍ 500ກຼາມ,803,ແຈ່ວຊີ້ນດາດ - ຊີ້ນຈຸ່ມ,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,"ຊນ,ອັນ",27000.0,513000.0,-,-
609,CP Fresh Shop ດອນໜູນ,2025-05-07,800000084508,8850124065414,ແມັກກີ້ 200ມລ,010,ເຄື່ອງປຸງ,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"ຊນ,ອັນ",17792.0,160128.0,-,-
610,CP Fresh Shop ດອນໜູນ,2025-05-08,800000101359,8850016634650,ລູກຊີ້ນກຸ້ງມັງກອນ TVI 500g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",50000.0,0.0,-,-
611,CP Fresh Shop ດອນໜູນ,2025-05-08,800000101358,8850016145002,ລູກຊີ້ນກຸ້ງTVI 500g,007,ອາຫານແຊ່ແຂງ,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"ຊນ,ອັນ",45900.0,780300.0,-,-
612,CP Fresh Shop ດອນໜູນ,2025-05-08,800000122561,6935283420020,ເສັ້ນເສສວນມັດ500g,008,ເຄື່ອງແຫ້ງ,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"ຊນ,ອັນ",20000.0,480000.0,-,-
613,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084357,8858984832962,ຫມູກະຈົກ 50g,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
614,CP Fresh Shop ດອນໜູນ,2025-05-08,800000107416,-,ຕັບເປັດ1kg,007,ອາຫານແຊ່ແຂງ,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,"ຊນ,ອັນ",17917.0,322506.0,-,-
615,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121487,8562551214876,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ,006,ຊີ້ນແພກແບຣນ,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,ແພັກ,35000.0,980000.0,-,-
616,CP Fresh Shop ດອນໜູນ,2025-05-08,800000123315,8859313502983,ແປບຊີຕຸກ1225ml,009,ເຄື່ອງດື່ມ,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"ຊນ,ອັນ",17000.0,1037000.0,-,-
617,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121615,8562551216153,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,61.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,ແພັກ,53000.0,3869000.0,-,-
618,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121209,9921209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ),003,ຊີ້ນສົດ,11.52,0.0,9.69,0.0,0.0,0.0,0.0,0.0,0.0,1.832,ກິໂລກຣາມ,85000.0,155720.0,-,-
619,CP Fresh Shop ດອນໜູນ,2025-05-08,2210440045,8562104400459,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກອານາໄມ,014,ໄກ່ແພັກແບັນ,8.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.348,ແພັກ,47000.0,345356.0,-,-
620,CP Fresh Shop ດອນໜູນ,2025-05-08,800000101352,8852014085144,PFP ເຕົ້າຮູ້ຊີດ500g,007,ອາຫານແຊ່ແຂງ,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"ຊນ,ອັນ",51000.0,1173000.0,-,-
621,CP Fresh Shop ດອນໜູນ,2025-05-08,800000107274,8850987148255,ມາມ່າOKແດງຊ່ອງ,008,ເຄື່ອງແຫ້ງ,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,"ຊນ,ອັນ",9628.0,-462144.0,-,-
622,CP Fresh Shop ດອນໜູນ,2025-05-08,800000107256,8851123237000,ວິຕາມິນC ເລມອນ,009,ເຄື່ອງດື່ມ,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,"ຊນ,ອັນ",8663.0,216575.0,-,-
623,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084284,8858828509524,ກະແລ້ມເຜືອກ,012,ອາຫານສຳເລັດຮູບ,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"ຊນ,ອັນ",8000.0,64000.0,-,-
624,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121230,9921230,ຊິ້ນໝູບົດປົນມັນໝູ 20%,003,ຊີ້ນສົດ,19.24,5.0,18.973,0.0,0.0,0.0,0.0,0.0,0.0,5.27,ກິໂລກຣາມ,83276.0,438864.52,-,-
625,CP Fresh Shop ດອນໜູນ,2025-05-08,800000247442,8850718803873,ເລ່ກິ່ນກຸ້ງມັງກອນສະໄປຊີກ່ອງ100g,013,ເຂົ້າໜົມ,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",28875.0,173250.0,-,-
626,CP Fresh Shop ດອນໜູນ,2025-05-08,800000122561,6935283420020,ເສັ້ນເສສວນມັດ500g,008,ເຄື່ອງແຫ້ງ,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"ຊນ,ອັນ",20000.0,480000.0,-,-
627,CP Fresh Shop ດອນໜູນ,2025-05-08,800000247455,8850718821778,ເລ່ໂມລິສະລາຍກ່ອງ100g,013,ເຂົ້າໜົມ,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"ຊນ,ອັນ",28875.0,202125.0,-,-
628,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121204,9921204,ສັນຄໍໝູ,003,ຊີ້ນສົດ,0.0,8.85,9.439,0.0,0.0,0.589,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,96000.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
629,CP Fresh Shop ດອນໜູນ,2025-05-08,800000130176,8851295854685,ຈໍປູ 500g,007,ອາຫານແຊ່ແຂງ,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"ຊນ,ອັນ",19500.0,97500.0,-,-
630,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121619,8562551216191,ຊີ້ນຄໍໝູປີ້ງ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,ແພັກ,65000.0,1170000.0,-,-
631,CP Fresh Shop ດອນໜູນ,2025-05-08,800000103168,8850403202509,ລ້ອນ​ສາຍ​ຜົນ​ຖົງ​350g,008,ເຄື່ອງແຫ້ງ,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,"ຊນ,ອັນ",30186.0,905580.0,-,-
632,CP Fresh Shop ດອນໜູນ,2025-05-08,800000107690,8851727002059,ປາປີກ້າຖົງ48g,013,ເຂົ້າໜົມ,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",12542.0,75252.0,-,-
633,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121230,9921230,ຊິ້ນໝູບົດປົນມັນໝູ 20%,003,ຊີ້ນສົດ,22.15,0.0,14.58,0.0,0.0,0.0,0.0,0.0,0.0,7.574,ກິໂລກຣາມ,85000.0,643790.0,-,-
634,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121274,8562551215095,ຊີ້ນສາມຊັ້ນສະໄລ້ອານາໄມ 1000 ກຣາມ,006,ຊີ້ນແພກແບຣນ,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,ແພັກ,98000.0,1470000.0,-,-
635,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084252,1601007201002,ຜັກໜອກ 100g,002,ຜັກປອດສານພິດ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
636,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084417,8850038400035,ນໍ້າມັນຫອຍນາງລົມ600ml,010,ເຄື່ອງປຸງ,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,"ຊນ,ອັນ",32063.0,865701.0,-,-
637,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121521,9921521,ຕີນໝູຕັດ,003,ຊີ້ນສົດ,7.43,14.26,9.065,0.0,0.0,0.0,0.0,0.0,0.0,12.62,ກິໂລກຣາມ,47000.0,593140.0,-,-
638,CP Fresh Shop ດອນໜູນ,2025-05-08,800000102091,0309202456,ເຕົາຫູ້ໄຂ່ ເກດ Aຖົງ10ອັນ,011,ໄກ່ - ໄຂ່,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"ຊນ,ອັນ",33000.0,858000.0,-,-
639,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121282,9921282,ກະດູກໃບພາຍ,003,ຊີ້ນສົດ,0.0,4.15,7.459,0.0,0.0,3.309,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,33000.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
640,CP Fresh Shop ດອນໜູນ,2025-05-08,800000199404,8850424001730,ຂະໜົມຊີລ້ຽວຊອກໂກແລດສອດໄສ້ຄີມ,013,ເຂົ້າໜົມ,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"ຊນ,ອັນ",11019.0,33057.0,-,-
641,CP Fresh Shop ດອນໜູນ,2025-05-08,23003931,-,ໄກ່ຫ°່ສາຫລ່າຍ 1000g,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ແພັກ,0.0,0.0,-,-
642,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121489,8562551214890,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ,006,ຊີ້ນແພກແບຣນ,27.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,ແພັກ,33750.0,607500.0,-,-
643,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084522,8850403200406,ລ້ອນສາຍຝົນ 35ກຼາມ,008,ເຄື່ອງແຫ້ງ,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",3042.0,18252.0,-,-
644,CP Fresh Shop ດອນໜູນ,2025-05-08,800000247410,8850718803347,ເລ່ມັນຝຮັ່ງອໍລິຈິນໍກ່ອງ100g,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",28875.0,0.0,-,-
645,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084195,8851959145715,ນໍ້າທິບນ້ອຍ 350ມລ,009,ເຄື່ອງດື່ມ,-40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,"ຊນ,ອັນ",2209.0,-90569.0,-,-
646,CP Fresh Shop ດອນໜູນ,2025-05-08,2255120404,8858984833082,ໝູສາມຊັ້ນໝັກນ້ຳມັນງາ 500g,006,ຊີ້ນແພກແບຣນ,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ແພັກ,35000.0,350000.0,-,-
647,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084493,6598000328911,ແຈ່ວສຸກີ້ແມ່ຂ້ອຍ 250ກຼາມ,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
648,CP Fresh Shop ດອນໜູນ,2025-05-08,2210440044,8562104400442,ສັນໃນໄກ່ເນື້ອອານາໄມ,014,ໄກ່ແພັກແບັນ,1.01,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,ແພັກ,55000.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
649,CP Fresh Shop ດອນໜູນ,2025-05-08,800000134386,05122024,NVສາມຊັ້ນສະໄລ500g,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
650,CP Fresh Shop ດອນໜູນ,2025-05-08,800000141350,8850718819485,ເລ່ລົດບາບີຄີວ44g,013,ເຂົ້າໜົມ,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,"ຊນ,ອັນ",11709.0,327852.0,-,-
651,CP Fresh Shop ດອນໜູນ,2025-05-08,800000107050,13092024,ລູກຊີ້ນປາແຫຼມ,007,ອາຫານແຊ່ແຂງ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"ຊນ,ອັນ",18900.0,18900.0,-,-
652,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084454,8858981500031,ປາແດກແມ່ບຸນລໍ້າ 400ກຼາມ,010,ເຄື່ອງປຸງ,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,"ຊນ,ອັນ",8959.0,877982.0,-,-
653,CP Fresh Shop ດອນໜູນ,2025-05-08,800000103189,8857124022249,ເຈ້ຍສິດຊູວິລາຖົງໃຫຍ່4ອັນ,010,ເຄື່ອງປຸງ,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,"ຊນ,ອັນ",31667.0,1520016.0,-,-
654,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084310,-,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່),801,ນໍ້າແຈ່ວ,107.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,"ຊນ,ອັນ",27000.0,2673000.0,-,-
655,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121204,9921204,ສັນຄໍໝູ,003,ຊີ້ນສົດ,33.3,0.0,12.791,0.0,0.0,0.0,0.0,0.0,0.0,20.511,ກິໂລກຣາມ,96000.0,1969056.0,-,-
656,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121207,9921207,ຊິ້ນໝູສາມຊັ້ນ,003,ຊີ້ນສົດ,12.44,0.0,17.983,0.0,0.0,5.542,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,91455.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
657,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084506,8850180040011,ແປ້ງໂກກິ 150ກຼາມ,010,ເຄື່ອງປຸງ,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,"ຊນ,ອັນ",9931.0,695170.0,-,-
658,CP Fresh Shop ດອນໜູນ,2025-05-08,800000152933,06012025,ປີກເປັດ2kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",82600.0,0.0,-,-
659,CP Fresh Shop ດອນໜູນ,2025-05-08,23048752,8850653260175,ປາກລ່າງຕິດລີ້ນ,910,ເປັດຊີພີ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,ຖົງ,0.0,-170000.0,-,-
660,CP Fresh Shop ດອນໜູນ,2025-05-08,2255120427,8562551204273,ຂາຫມູຕຸ້ນ 1000g,012,ອາຫານສຳເລັດຮູບ,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ແພັກ,54000.0,540000.0,-,-
661,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084268,1602016610007,ໝາກແຕງ 800-900g,002,ຜັກປອດສານພິດ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",4200.0,0.0,-,-
662,CP Fresh Shop ດອນໜູນ,2025-05-08,800000126154,8851639001447,ຊອດເທີຍາກິ220ml,010,ເຄື່ອງປຸງ,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"ຊນ,ອັນ",44450.0,222250.0,-,-
663,CP Fresh Shop ດອນໜູນ,2025-05-08,800000103440,123456781,ແຈ່ວສຸກີ້ແມ່ທອນ 750g,801,ນໍ້າແຈ່ວ,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"ຊນ,ອັນ",38000.0,304000.0,-,-
664,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121489,8562551214890,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ,006,ຊີ້ນແພກແບຣນ,37.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,ແພັກ,34000.0,1088000.0,-,-
665,CP Fresh Shop ດອນໜູນ,2025-05-08,800000103164,6975964250010,ແຈ່ວເສສວນນ້ຳມັນກຸ້ງ 150g,010,ເຄື່ອງປຸງ,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,"ຊນ,ອັນ",10000.0,650000.0,-,-
666,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084473,705604960759,ເກືອກາກວຽນໄອໂອດີນເວີນຄຳ 1ກິໂລ,010,ເຄື່ອງປຸງ,35.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,"ຊນ,ອັນ",12500.0,400000.0,-,-
667,CP Fresh Shop ດອນໜູນ,2025-05-08,800000101382,7082023,ນ່ອງໄກ່ຕິດສະໂພກຖົງໃສ2kg,007,ອາຫານແຊ່ແຂງ,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,"ຊນ,ອັນ",86667.0,1560006.0,-,-
668,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084494,1234567,ແຈ່ວສຸກີ້ແມ່ທອນ 250g,010,ເຄື່ອງປຸງ,-1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"ຊນ,ອັນ",18000.0,162000.0,-,-
669,CP Fresh Shop ດອນໜູນ,2025-05-08,800000103617,9985612345,ຜັກກາດຂາວ,002,ຜັກປອດສານພິດ,7.24,0.0,3.797,0.0,0.0,0.0,0.0,0.0,0.0,3.44,ກິໂລກຣາມ,10667.0,36694.48,-,-
670,CP Fresh Shop ດອນໜູນ,2025-05-08,800000103165,6975964250027,ແຈ່ວເສສວນຈຸ່ມປາ185g,010,ເຄື່ອງປຸງ,117.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,"ຊນ,ອັນ",12500.0,1450000.0,-,-
671,CP Fresh Shop ດອນໜູນ,2025-05-08,800000101373,5012022,ປາ​ລອນດີ້ແຜ່ນPP 1 kg,007,ອາຫານແຊ່ແຂງ,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,"ຊນ,ອັນ",28300.0,1358400.0,-,-
672,CP Fresh Shop ດອນໜູນ,2025-05-08,800000126557,1122554466411,Mfoodແຈ່ວດາດ_ຈຸ່ມ500g,801,ນໍ້າແຈ່ວ,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"ຊນ,ອັນ",27000.0,459000.0,-,-
673,CP Fresh Shop ດອນໜູນ,2025-05-08,800000101380,23022022,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g,007,ອາຫານແຊ່ແຂງ,0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"ຊນ,ອັນ",77500.0,1007500.0,-,-
674,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121206,9921206,ສັນໃນໝູ ,003,ຊີ້ນສົດ,2.72,2.42,7.441,0.0,0.0,2.3,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,91000.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
675,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084392,1010001923,ປາຊາບະຮົມຄວັນ 125ກຼາມ,007,ອາຫານແຊ່ແຂງ,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"ຊນ,ອັນ",39000.0,936000.0,-,-
676,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121295,9921295,ຂາຕັ້ງ (ຂາຫລັງໝູ),003,ຊີ້ນສົດ,-0.18,9.88,9.699,0.0,0.0,0.0,0.0,0.0,0.0,0.001,ກິໂລກຣາມ,61000.0,61.0,-,-
677,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084158,1234657465557,ຍອດອ່ອນຕາວັນ,005,ຜັກ,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"ຊນ,ອັນ",10000.0,10000.0,-,-
678,CP Fresh Shop ດອນໜູນ,2025-05-08,2220354302,8850653282238,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 2,011,ໄກ່ - ໄຂ່,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,ແຕະ,75000.0,2250000.0,-,-
679,CP Fresh Shop ດອນໜູນ,2025-05-08,800000122683,6972869825978,ສະລ່າຍຂຽວ100g,008,ເຄື່ອງແຫ້ງ,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",54000.0,324000.0,-,-
680,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084401,2100110011230,ລິບອາຍງົວ 200ກຼາມ,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
681,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121209,9921209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ),003,ຊີ້ນສົດ,0.0,10.4,3.197,0.0,0.0,0.0,0.0,0.0,0.0,7.203,ກິໂລກຣາມ,86000.0,619458.0,-,-
682,CP Fresh Shop ດອນໜູນ,2025-05-08,800000141350,8850718819485,ເລ່ລົດບາບີຄີວ44g,013,ເຂົ້າໜົມ,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,"ຊນ,ອັນ",11709.0,316143.0,-,-
683,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084337,8858828509593,ນົມສົ້ມ ໝາກໜອດ 60ml,012,ອາຫານສຳເລັດຮູບ,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,"ຊນ,ອັນ",3200.0,38400.0,-,-
684,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084340,9414897010232,ຜັກລວມ 1000g,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
685,CP Fresh Shop ດອນໜູນ,2025-05-08,800000107278,8850718819478,ເລ່ລົດໂມລິສະລາຍຖົງ44g,013,ເຂົ້າໜົມ,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"ຊນ,ອັນ",11709.0,199053.0,-,-
686,CP Fresh Shop ດອນໜູນ,2025-05-08,2220352100,8562203521000,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 0,011,ໄກ່ - ໄຂ່,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ແພັກ,35000.0,175000.0,-,-
687,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084273,22668899,ຫົວຫອມບົ່ວແດງ500g,002,ຜັກປອດສານພິດ,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,"ຊນ,ອັນ",5898.0,176940.0,-,-
688,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084432,8850620888289,ນໍ້າປາ ກາປາມືກຂວດຢາງ700ມລ,010,ເຄື່ອງປຸງ,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"ຊນ,ອັນ",16663.0,33326.0,-,-
689,CP Fresh Shop ດອນໜູນ,2025-05-08,800000103617,9985612345,ຜັກກາດຂາວ,002,ຜັກປອດສານພິດ,2.67,23.0,4.195,0.0,0.0,0.0,0.0,0.0,0.0,21.478,ກິໂລກຣາມ,19131.0,410895.62,-,-
690,CP Fresh Shop ດອນໜູນ,2025-05-08,800000085651,8858632000033,ນ່ອງໄກ(2ກລ),007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
691,CP Fresh Shop ດອນໜູນ,2025-05-08,2255121203,9921203,ຊິ້ນສະໂພກໝູ (ຊິ້ນຂາຫລັງ),003,ຊີ້ນສົດ,0.0,29.62,13.191,0.0,0.0,0.0,0.0,0.0,0.0,16.429,ກິໂລກຣາມ,87000.0,1429323.0,-,-
692,CP Fresh Shop ດອນໜູນ,2025-05-08,800000084188,42423371248,ແຈ່ວດາດຫອມແຊບໃຫຍ່ນຸ້ມນວນ500g,803,ແຈ່ວຊີ້ນດາດ - ຊີ້ນຈຸ່ມ,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"ຊນ,ອັນ",26000.0,234000.0,-,-
693,CP Fresh Shop ດອນໜູນ,2025-05-08,800000107686,8851727003254,ຄອນເນ່ຊີດຖົງ48g,013,ເຂົ້າໜົມ,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",13125.0,78750.0,-,-
